Temperature,Humidity,CO2,Occupancy,minute,hour,day
20.79,31.9175,512.25,0,45,19,13
20.79,31.89,514.0,0,46,19,13
20.79,31.89,516.0,0,46,19,13
20.79,31.89,512.0,0,47,19,13
20.79,31.85667,515.0,0,49,19,13
20.79,31.79,509.0,0,50,19,13
20.74,31.89,508.5,0,51,19,13
20.74,31.89,516.0,0,52,19,13
20.7,31.89,518.0,0,53,19,13
20.74,31.79,511.0,0,53,19,13
20.7,31.79,517.0,0,54,19,13
20.73,31.79,518.25,0,56,19,13
20.7,31.79,511.0,0,57,19,13
20.7,31.79,510.5,0,58,19,13
20.7,31.79,512.0,0,59,19,13
20.7,31.79,513.0,0,59,19,13
20.7,31.79,511.0,0,0,20,13
20.7,31.79,513.0,0,2,20,13
20.7,31.79,512.5,0,3,20,13
20.7,31.79,508.5,0,4,20,13
20.7,31.76,509.0,0,5,20,13
20.7,31.79,515.0,0,6,20,13
20.7,31.79,515.0,0,6,20,13
20.7,31.79,515.0,0,8,20,13
20.65,31.745,518.0,0,9,20,13
20.6,31.7,515.0,0,10,20,13
20.7,31.7,513.5,0,10,20,13
20.6,31.7,511.0,0,12,20,13
20.7,31.7,512.5,0,12,20,13
20.6,31.7,512.0,0,13,20,13
20.6,31.63333,517.67,0,15,20,13
20.6,31.65,514.5,0,16,20,13
20.6,31.6,512.5,0,17,20,13
20.6,31.6,511.5,0,18,20,13
20.6,31.6,512.0,0,19,20,13
20.6,31.56667,511.0,0,19,20,13
20.6,31.6,511.0,0,21,20,13
20.6,31.6,505.5,0,22,20,13
20.6,31.55,507.5,0,23,20,13
20.5,31.5,509.0,0,23,20,13
20.6,31.5,513.33,0,25,20,13
20.55,31.5,514.0,0,25,20,13
20.6,31.5,513.0,0,26,20,13
20.53,31.5,512.0,0,28,20,13
20.5,31.5,516.0,0,29,20,13
20.5,31.5,514.33,0,30,20,13
20.55,31.5,513.0,0,31,20,13
20.5,31.5,514.5,0,31,20,13
20.5,31.5,513.0,0,32,20,13
20.5,31.5,513.5,0,34,20,13
20.5,31.5,507.5,0,35,20,13
20.5,31.5,511.5,0,36,20,13
20.5,31.5,512.0,0,37,20,13
20.5,31.445,507.0,0,38,20,13
20.5,31.5,511.5,0,38,20,13
20.5,31.39,517.0,0,39,20,13
20.5,31.445,510.5,0,41,20,13
20.5,31.5,508.5,0,42,20,13
20.5,31.42667,511.67,0,43,20,13
20.5,31.445,514.0,0,44,20,13
20.5,31.39,515.0,0,44,20,13
20.5,31.39,515.0,0,45,20,13
20.5,31.39,512.0,0,47,20,13
20.5,31.39,507.0,0,48,20,13
20.5,31.39,510.5,0,49,20,13
20.44,31.34,514.5,0,50,20,13
20.47,31.34,511.5,0,51,20,13
20.5,31.29,508.0,0,51,20,13
20.39,31.29,512.0,0,53,20,13
20.5,31.29,509.5,0,54,20,13
20.5,31.29,512.0,0,55,20,13
20.44,31.245,514.67,0,55,20,13
20.44,31.245,514.5,0,57,20,13
20.5,31.29,516.0,0,57,20,13
20.44,31.245,510.5,0,58,20,13
20.39,31.2,507.5,0,0,21,13
20.39,31.2,514.0,0,1,21,13
20.39,31.2,516.0,0,2,21,13
20.39,31.2,512.5,0,3,21,13
20.39,31.2,513.0,0,4,21,13
20.39,31.2,512.5,0,4,21,13
20.39,31.2,509.0,0,6,21,13
20.39,31.2,505.0,0,7,21,13
20.39,31.16667,515.0,0,8,21,13
20.39,31.2,517.0,0,8,21,13
20.39,31.2,516.0,0,10,21,13
20.39,31.1,515.0,0,10,21,13
20.39,31.2,516.33,0,11,21,13
20.39,31.15,511.0,0,13,21,13
20.39,31.15,513.5,0,14,21,13
20.39,31.2,507.67,0,15,21,13
20.39,31.2,509.0,0,16,21,13
20.39,31.1,513.0,0,16,21,13
20.39,31.15,512.5,0,17,21,13
20.39,31.2,510.0,0,19,21,13
20.39,31.2,511.0,0,20,21,13
20.39,31.15,514.0,0,21,21,13
20.39,31.16667,507.67,0,22,21,13
20.39,31.2,514.0,0,23,21,13
20.34,31.2,515.0,0,23,21,13
20.39,31.2,514.0,0,24,21,13
20.36,31.2,510.33,0,26,21,13
20.39,31.2,518.5,0,27,21,13
20.39,31.2,513.5,0,28,21,13
20.29,31.2,512.0,0,29,21,13
20.29,31.2,511.0,0,29,21,13
20.39,31.2,510.0,0,30,21,13
20.39,31.2,509.0,0,32,21,13
20.29,31.2,511.0,0,33,21,13
20.34,31.2,510.5,0,34,21,13
20.29,31.2,514.0,0,35,21,13
20.34,31.2,512.0,0,36,21,13
20.29,31.2,510.5,0,36,21,13
20.29,31.2,515.5,0,38,21,13
20.29,31.2,511.67,0,39,21,13
20.29,31.2,508.0,0,40,21,13
20.29,31.2,510.0,0,40,21,13
20.29,31.2,506.5,0,42,21,13
20.29,31.2,508.0,0,42,21,13
20.29,31.2,512.0,0,43,21,13
20.29,31.2,507.0,0,45,21,13
20.29,31.2,504.0,0,46,21,13
20.29,31.29,501.0,0,47,21,13
20.24,31.2,510.0,0,48,21,13
20.29,31.29,504.0,0,49,21,13
20.29,31.29,508.5,0,49,21,13
20.29,31.29,511.0,0,51,21,13
20.29,31.29,510.5,0,52,21,13
20.26,31.26,507.0,0,53,21,13
20.29,31.29,511.0,0,53,21,13
20.29,31.29,508.0,0,55,21,13
20.29,31.29,510.0,0,55,21,13
20.24,31.29,512.0,0,56,21,13
20.29,31.34,511.5,0,58,21,13
20.2,31.29,511.5,0,59,21,13
20.2,31.29,513.0,0,0,22,13
20.2,31.29,510.0,0,1,22,13
20.24,31.34,515.0,0,1,22,13
20.24,31.34,517.0,0,2,22,13
20.26,31.35667,513.33,0,4,22,13
20.29,31.39,509.0,0,5,22,13
20.2,31.39,511.5,0,6,22,13
20.2,31.39,513.0,0,7,22,13
20.2,31.39,512.67,0,8,22,13
20.2,31.39,510.33,0,8,22,13
20.2,31.39,512.0,0,9,22,13
20.2,31.39,512.0,0,11,22,13
20.2,31.39,507.0,0,12,22,13
20.2,31.5,505.0,0,13,22,13
20.2,31.5,509.0,0,14,22,13
20.2,31.5,513.75,0,14,22,13
20.2,31.5,510.0,0,15,22,13
20.15,31.5,514.0,0,17,22,13
20.15,31.5,508.0,0,18,22,13
20.2,31.5,514.5,0,19,22,13
20.2,31.6,513.0,0,20,22,13
20.15,31.6,511.0,0,21,22,13
20.2,31.6,513.0,0,21,22,13
20.13,31.6,511.67,0,23,22,13
20.15,31.6,511.0,0,24,22,13
20.1,31.6,508.0,0,25,22,13
20.15,31.6,512.5,0,25,22,13
20.2,31.6,510.5,0,27,22,13
20.15,31.6,512.0,0,27,22,13
20.1,31.6,511.0,0,28,22,13
20.1,31.6,512.5,0,30,22,13
20.1,31.6,515.0,0,31,22,13
20.17,31.6,517.33,0,32,22,13
20.1,31.6,512.0,0,33,22,13
20.1,31.6,511.0,0,34,22,13
20.18,31.65,511.25,0,34,22,13
20.2,31.7,511.5,0,36,22,13
20.2,31.7,512.0,0,37,22,13
20.15,31.7,510.5,0,38,22,13
20.2,31.7,508.5,0,38,22,13
20.2,31.7,511.0,0,40,22,13
20.15,31.7,513.5,0,40,22,13
20.1,31.7,512.5,0,41,22,13
20.17,31.79,513.67,0,43,22,13
20.1,31.79,511.0,0,44,22,13
20.15,31.79,513.0,0,45,22,13
20.15,31.79,507.5,0,46,22,13
20.15,31.79,513.0,0,46,22,13
20.1,31.79,512.5,0,47,22,13
20.1,31.79,507.0,0,49,22,13
20.18,31.79,511.0,0,50,22,13
20.1,31.79,506.0,0,51,22,13
20.15,31.79,504.0,0,52,22,13
20.15,31.79,506.5,0,53,22,13
20.1,31.79,509.0,0,53,22,13
20.2,31.79,511.0,0,54,22,13
20.13,31.79,511.33,0,56,22,13
20.1,31.89,513.0,0,57,22,13
20.13,31.89,508.33,0,58,22,13
20.1,31.89,506.0,0,59,22,13
20.1,31.89,503.0,0,59,22,13
20.13,31.96333,506.33,0,0,23,13
20.1,32.0,508.5,0,2,23,13
20.1,32.0,511.5,0,3,23,13
20.13,32.09,506.67,0,4,23,13
20.1,32.09,502.0,0,5,23,13
20.1,32.09,503.0,0,6,23,13
20.15,32.09,506.0,0,6,23,13
20.13,32.16333,503.0,0,8,23,13
20.13,32.2,502.67,0,9,23,13
20.15,32.245,502.0,0,10,23,13
20.1,32.345,508.67,0,10,23,13
20.1,32.4,509.5,0,12,23,13
20.1,32.4,505.67,0,12,23,13
20.1,32.45,509.5,0,13,23,13
20.1,32.53,510.0,0,15,23,13
20.1,32.59,510.0,0,16,23,13
20.1,32.59,510.5,0,17,23,13
20.1,32.645,509.5,0,18,23,13
20.1,32.7,508.0,0,19,23,13
20.1,32.745,499.0,0,19,23,13
20.1,32.745,500.5,0,21,23,13
20.0,32.79,505.0,0,22,23,13
20.0,32.7,505.0,0,23,23,13
20.1,32.845,508.5,0,23,23,13
20.1,32.86333,511.0,0,25,23,13
20.1,32.95,507.5,0,25,23,13
20.0,32.9,509.5,0,26,23,13
20.1,33.0,512.0,0,28,23,13
20.1,33.09,510.5,0,29,23,13
20.05,33.09,509.0,0,30,23,13
20.0,33.09,507.0,0,31,23,13
20.05,33.2,506.0,0,31,23,13
20.05,33.145,510.5,0,32,23,13
20.1,33.2,505.0,0,34,23,13
20.0,33.2,502.0,0,35,23,13
20.0,33.245,505.0,0,36,23,13
20.0,33.29,506.33,0,37,23,13
20.0,33.29,507.5,0,38,23,13
20.0,33.345,508.0,0,38,23,13
20.05,33.4,509.0,0,39,23,13
20.0,33.4,505.5,0,41,23,13
20.0,33.4,507.0,0,42,23,13
20.0,33.4,503.0,0,43,23,13
20.0,33.4,508.0,0,44,23,13
20.0,33.5,509.0,0,44,23,13
20.0,33.59,512.0,0,45,23,13
20.0,33.56,513.0,0,47,23,13
20.0,33.59,512.0,0,48,23,13
20.0,33.545,506.0,0,49,23,13
20.0,33.59,504.0,0,50,23,13
20.0,33.5,506.0,0,51,23,13
20.0,33.5,513.0,0,51,23,13
20.05,33.545,508.0,0,53,23,13
20.0,33.5,508.0,0,54,23,13
20.02,33.545,509.0,0,55,23,13
20.1,33.59,505.0,0,55,23,13
20.0,33.5,504.5,0,57,23,13
20.0,33.5,500.5,0,57,23,13
20.0,33.5,502.0,0,58,23,13
20.1,33.59,505.5,0,0,0,14
20.05,33.545,507.0,0,1,0,14
20.03,33.62667,505.33,0,2,0,14
20.0,33.59,505.5,0,3,0,14
20.0,33.645,504.5,0,4,0,14
20.0,33.62667,504.67,0,4,0,14
20.0,33.645,507.5,0,6,0,14
20.0,33.7,509.0,0,7,0,14
20.0,33.59,511.0,0,8,0,14
20.03,33.62667,506.67,0,8,0,14
20.0,33.59,509.0,0,10,0,14
20.0,33.7,509.0,0,10,0,14
20.0,33.7,506.0,0,11,0,14
20.0,33.7,502.5,0,13,0,14
20.0,33.79,499.0,0,14,0,14
20.0,33.79,501.5,0,15,0,14
20.0,33.79,505.0,0,16,0,14
20.0,33.79,504.5,0,16,0,14
20.0,33.79,501.5,0,17,0,14
20.0,33.95,503.5,0,19,0,14
20.0,34.0,505.0,0,20,0,14
19.96,34.0,508.0,0,21,0,14
20.0,34.0,508.0,0,22,0,14
20.0,34.0,509.67,0,23,0,14
20.0,34.09,504.33,0,23,0,14
20.0,34.09,506.33,0,24,0,14
20.0,34.09,506.5,0,26,0,14
20.0,34.145,506.0,0,27,0,14
20.0,34.045,502.5,0,28,0,14
20.0,34.09,502.5,0,29,0,14
20.0,34.09,506.0,0,29,0,14
20.0,34.09,506.0,0,30,0,14
20.0,34.2,503.67,0,32,0,14
19.94,34.2,505.5,0,33,0,14
20.0,34.2,507.0,0,34,0,14
20.0,34.245,508.0,0,35,0,14
20.0,34.345,506.0,0,36,0,14
19.89,34.36333,502.33,0,36,0,14
19.89,34.4,505.5,0,38,0,14
19.89,34.45,503.0,0,39,0,14
19.89,34.5,500.5,0,40,0,14
19.89,34.5,503.0,0,40,0,14
19.89,34.5,506.0,0,42,0,14
19.94,34.5,504.5,0,42,0,14
19.92,34.5675,505.5,0,43,0,14
19.94,34.645,509.0,0,45,0,14
19.89,34.7,502.0,0,46,0,14
19.89,34.7,502.5,0,47,0,14
19.89,34.7,500.25,0,48,0,14
19.89,34.745,499.0,0,49,0,14
19.89,34.8,497.0,0,49,0,14
19.89,34.845,498.5,0,51,0,14
19.89,34.9,503.0,0,52,0,14
19.89,34.9,506.5,0,53,0,14
19.89,34.9,507.5,0,53,0,14
19.89,34.93333,506.67,0,55,0,14
19.89,35.0,504.0,0,55,0,14
19.89,35.0,501.67,0,56,0,14
19.89,35.0,500.5,0,58,0,14
19.89,35.09,501.5,0,59,0,14
19.89,35.09,500.5,0,0,1,14
19.89,35.045,501.0,0,1,1,14
19.89,35.145,507.0,0,1,1,14
19.89,35.145,502.0,0,2,1,14
19.89,35.2,502.5,0,4,1,14
19.89,35.2,498.0,0,5,1,14
19.89,35.2,502.5,0,6,1,14
19.89,35.245,499.5,0,7,1,14
19.89,35.2,501.0,0,8,1,14
19.89,35.2,502.5,0,8,1,14
19.89,35.29,502.5,0,9,1,14
19.89,35.29,503.67,0,11,1,14
19.89,35.29,500.0,0,12,1,14
19.89,35.4,501.0,0,13,1,14
19.89,35.29,501.0,0,14,1,14
19.89,35.4,499.0,0,14,1,14
19.89,35.4,503.0,0,15,1,14
19.89,35.4,507.0,0,17,1,14
19.89,35.5,500.5,0,18,1,14
19.89,35.45,498.5,0,19,1,14
19.89,35.5,497.0,0,20,1,14
19.89,35.5,503.5,0,21,1,14
19.89,35.5,501.0,0,21,1,14
19.89,35.59,503.0,0,23,1,14
19.84,35.545,500.5,0,24,1,14
19.89,35.59,504.0,0,25,1,14
19.84,35.59,502.5,0,25,1,14
19.84,35.545,503.0,0,27,1,14
19.84,35.545,503.5,0,27,1,14
19.86,35.59667,508.0,0,28,1,14
19.89,35.7,507.5,0,30,1,14
19.89,35.59,506.5,0,31,1,14
19.89,35.7,501.5,0,32,1,14
19.86,35.66333,503.67,0,33,1,14
19.89,35.7,503.33,0,34,1,14
19.89,35.7,504.0,0,34,1,14
19.89,35.7,507.0,0,36,1,14
19.89,35.7,505.0,0,37,1,14
19.89,35.7,503.0,0,38,1,14
19.89,35.7,507.0,0,38,1,14
19.89,35.76,503.67,0,40,1,14
19.89,35.79,502.0,0,40,1,14
19.89,35.79,500.0,0,41,1,14
19.89,35.9,503.0,0,43,1,14
19.89,35.79,502.0,0,44,1,14
19.89,35.79,503.0,0,45,1,14
19.89,35.79,501.5,0,46,1,14
19.89,35.9,501.67,0,46,1,14
19.84,35.845,501.0,0,47,1,14
19.84,35.9,500.0,0,49,1,14
19.79,35.79,501.5,0,50,1,14
19.84,35.845,500.0,0,51,1,14
19.89,35.9,502.5,0,52,1,14
19.79,35.9,507.0,0,53,1,14
19.82,35.9,507.0,0,53,1,14
19.84,35.95,508.0,0,54,1,14
19.89,36.0,505.0,0,56,1,14
19.79,35.9,504.5,0,57,1,14
19.79,35.9,504.0,0,58,1,14
19.89,36.0,503.0,0,59,1,14
19.84,35.95,510.5,0,59,1,14
19.82,36.03,505.33,0,0,2,14
19.79,36.0,504.0,0,2,2,14
19.79,36.0,504.0,0,3,2,14
19.79,36.0,505.5,0,4,2,14
19.82,36.0225,509.75,0,5,2,14
19.79,36.0,506.0,0,6,2,14
19.79,36.0,505.5,0,6,2,14
19.79,36.0,505.0,0,8,2,14
19.79,36.09,500.0,0,9,2,14
19.79,36.045,505.0,0,10,2,14
19.79,36.09,503.0,0,10,2,14
19.79,36.09,499.5,0,12,2,14
19.79,36.09,498.0,0,12,2,14
19.79,36.09,502.5,0,13,2,14
19.79,36.09,509.0,0,15,2,14
19.79,36.09,505.0,0,16,2,14
19.79,36.2,505.0,0,17,2,14
19.79,36.2,505.5,0,18,2,14
19.79,36.2,507.67,0,19,2,14
19.79,36.2,507.5,0,19,2,14
19.79,36.2,506.0,0,21,2,14
19.79,36.2,505.5,0,22,2,14
19.79,36.2,504.0,0,23,2,14
19.79,36.245,502.5,0,23,2,14
19.79,36.2,500.0,0,25,2,14
19.79,36.2,501.5,0,25,2,14
19.79,36.2,501.0,0,26,2,14
19.79,36.2,502.0,0,28,2,14
19.79,36.2675,506.33,0,29,2,14
19.79,36.29,510.33,0,30,2,14
19.79,36.29,510.0,0,31,2,14
19.79,36.29,503.5,0,31,2,14
19.79,36.29,507.0,0,32,2,14
19.79,36.29,503.0,0,34,2,14
19.79,36.29,501.0,0,35,2,14
19.76,36.36333,503.67,0,36,2,14
19.79,36.4,510.0,0,37,2,14
19.73,36.4,506.33,0,38,2,14
19.79,36.4,506.75,0,38,2,14
19.79,36.4,504.0,0,39,2,14
19.74,36.4,508.0,0,41,2,14
19.79,36.345,503.5,0,42,2,14
19.79,36.4,501.0,0,43,2,14
19.79,36.4,501.0,0,44,2,14
19.79,36.4,499.33,0,44,2,14
19.74,36.4,503.5,0,45,2,14
19.79,36.4,503.5,0,47,2,14
19.79,36.4,504.0,0,48,2,14
19.79,36.345,506.5,0,49,2,14
19.79,36.4,509.5,0,50,2,14
19.79,36.4,505.0,0,51,2,14
19.79,36.45,499.5,0,51,2,14
19.79,36.4,503.5,0,53,2,14
19.79,36.4,505.0,0,54,2,14
19.79,36.43333,505.67,0,55,2,14
19.79,36.4,503.0,0,55,2,14
19.76,36.46667,504.67,0,57,2,14
19.79,36.5,506.0,0,57,2,14
19.79,36.4,503.5,0,58,2,14
19.79,36.46667,502.33,0,0,3,14
19.79,36.5,502.5,0,1,3,14
19.79,36.5,501.0,0,2,3,14
19.7,36.45,498.0,0,3,3,14
19.79,36.5,504.5,0,4,3,14
19.76,36.46667,505.67,0,4,3,14
19.79,36.45,509.0,0,6,3,14
19.74,36.4,505.0,0,7,3,14
19.79,36.4,503.5,0,8,3,14
19.79,36.4,505.67,0,8,3,14
19.77,36.45,502.25,0,10,3,14
19.79,36.4,501.0,0,10,3,14
19.79,36.4,504.5,0,11,3,14
19.79,36.4,502.0,0,13,3,14
19.79,36.4,503.0,0,14,3,14
19.79,36.4,504.25,0,15,3,14
19.79,36.4,504.0,0,16,3,14
19.79,36.4,502.5,0,16,3,14
19.77,36.425,507.25,0,17,3,14
19.7,36.4,506.5,0,19,3,14
19.7,36.5,498.5,0,20,3,14
19.7,36.5,503.0,0,21,3,14
19.7,36.5,503.0,0,22,3,14
19.7,36.5,501.5,0,23,3,14
19.7,36.5,504.5,0,23,3,14
19.7,36.5,505.0,0,24,3,14
19.7,36.5,507.5,0,26,3,14
19.7,36.5,507.0,0,27,3,14
19.7,36.5,505.5,0,28,3,14
19.7,36.56,501.67,0,29,3,14
19.65,36.545,505.0,0,29,3,14
19.7,36.59,506.5,0,30,3,14
19.7,36.59,501.33,0,32,3,14
19.7,36.5,504.0,0,33,3,14
19.7,36.5,504.5,0,34,3,14
19.7,36.5,503.0,0,35,3,14
19.7,36.53,501.33,0,36,3,14
19.65,36.45,500.5,0,36,3,14
19.7,36.5,500.0,0,38,3,14
19.67,36.5,501.67,0,39,3,14
19.7,36.59,503.0,0,40,3,14
19.65,36.5,498.5,0,40,3,14
19.7,36.545,499.0,0,42,3,14
19.7,36.59,499.33,0,42,3,14
19.65,36.545,504.5,0,43,3,14
19.65,36.545,497.0,0,45,3,14
19.65,36.545,496.5,0,46,3,14
19.65,36.45,497.0,0,47,3,14
19.7,36.5,499.0,0,48,3,14
19.7,36.5225,503.0,0,49,3,14
19.65,36.45,499.5,0,49,3,14
19.7,36.59,502.0,0,51,3,14
19.6,36.4,502.0,0,52,3,14
19.65,36.5,499.5,0,53,3,14
19.63,36.46667,503.33,0,53,3,14
19.6,36.5,504.5,0,55,3,14
19.63,36.62667,506.0,0,55,3,14
19.6,36.545,501.0,0,56,3,14
19.6,36.5,503.0,0,58,3,14
19.65,36.545,502.0,0,59,3,14
19.65,36.545,502.0,0,0,4,14
19.6,36.5,499.0,0,1,4,14
19.68,36.5,502.67,0,1,4,14
19.7,36.5,504.5,0,2,4,14
19.7,36.59,505.0,0,4,4,14
19.7,36.5,500.0,0,5,4,14
19.7,36.5,502.5,0,6,4,14
19.7,36.5,502.0,0,7,4,14
19.67,36.46667,500.0,0,8,4,14
19.65,36.545,497.5,0,8,4,14
19.6,36.5,499.0,0,9,4,14
19.65,36.545,502.5,0,11,4,14
19.67,36.53,497.67,0,12,4,14
19.6,36.5,500.5,0,13,4,14
19.7,36.545,501.0,0,14,4,14
19.7,36.59,505.0,0,14,4,14
19.63,36.53,503.67,0,15,4,14
19.6,36.5,503.0,0,17,4,14
19.7,36.59,500.0,0,18,4,14
19.7,36.59,500.0,0,19,4,14
19.65,36.59,496.5,0,20,4,14
19.6,36.5,498.0,0,21,4,14
19.67,36.56,499.0,0,21,4,14
19.6,36.53,504.0,0,23,4,14
19.6,36.545,499.5,0,24,4,14
19.6,36.545,497.5,0,25,4,14
19.6,36.59,502.0,0,25,4,14
19.6,36.59,501.0,0,27,4,14
19.6,36.59,499.5,0,27,4,14
19.6,36.59,499.0,0,28,4,14
19.6,36.59,502.0,0,30,4,14
19.6,36.59,505.5,0,31,4,14
19.6,36.59,503.0,0,32,4,14
19.6,36.59,501.0,0,33,4,14
19.7,36.7,504.5,0,34,4,14
19.6,36.59,503.5,0,34,4,14
19.6,36.645,504.5,0,36,4,14
19.6,36.7,504.67,0,37,4,14
19.6,36.79,504.5,0,38,4,14
19.6,36.745,501.5,0,38,4,14
19.6,36.79,501.0,0,40,4,14
19.6,36.76,500.0,0,40,4,14
19.65,36.79,497.0,0,41,4,14
19.7,36.79,503.0,0,43,4,14
19.65,36.79,500.0,0,44,4,14
19.6,36.79,501.67,0,45,4,14
19.6,36.79,502.0,0,46,4,14
19.6,36.9,499.5,0,46,4,14
19.6,36.9,504.0,0,47,4,14
19.6,36.845,504.0,0,49,4,14
19.6,36.79,503.5,0,50,4,14
19.65,36.95,499.0,0,51,4,14
19.6,36.9,503.0,0,52,4,14
19.67,36.96667,503.33,0,53,4,14
19.6,37.0,503.0,0,53,4,14
19.6,37.09,502.0,0,54,4,14
19.65,37.3,500.5,0,56,4,14
19.7,37.4,499.0,0,57,4,14
19.6,37.4,499.0,0,58,4,14
19.63,37.43333,498.67,0,59,4,14
19.63,37.53,503.33,0,59,4,14
19.6,37.495,503.0,0,0,5,14
19.6,37.59,503.5,0,2,5,14
19.62,37.7225,507.25,0,3,5,14
19.6,37.9,498.0,0,4,5,14
19.6,37.745,499.0,0,5,5,14
19.6,37.9,500.0,0,6,5,14
19.67,37.96667,505.0,0,6,5,14
19.6,37.95,503.67,0,8,5,14
19.6,38.0,506.0,0,9,5,14
19.6,38.045,503.5,0,10,5,14
19.6,38.045,501.5,0,10,5,14
19.6,38.09,502.0,0,12,5,14
19.63,38.23,508.0,0,12,5,14
19.6,38.16333,509.67,0,13,5,14
19.63,38.16333,508.0,0,15,5,14
19.6,38.26,503.75,0,16,5,14
19.6,38.245,504.0,0,17,5,14
19.65,38.345,500.5,0,18,5,14
19.65,38.345,498.0,0,19,5,14
19.6,38.29,505.67,0,19,5,14
19.6,38.29,500.0,0,21,5,14
19.6,38.29,498.5,0,22,5,14
19.6,38.29,500.0,0,23,5,14
19.6,38.29,500.67,0,23,5,14
19.6,38.29,503.5,0,25,5,14
19.6,38.29,510.0,0,25,5,14
19.6,38.29,508.5,0,26,5,14
19.6,38.29,507.0,0,28,5,14
19.65,38.345,507.0,0,29,5,14
19.65,38.345,504.0,0,30,5,14
19.6,38.29,506.0,0,31,5,14
19.6,38.29,504.0,0,31,5,14
19.7,38.4,506.0,0,32,5,14
19.6,38.29,502.67,0,34,5,14
19.7,38.4,501.0,0,35,5,14
19.6,38.29,502.5,0,36,5,14
19.6,38.29,506.0,0,37,5,14
19.63,38.32667,500.67,0,38,5,14
19.6,38.29,504.0,0,38,5,14
19.6,38.29,501.0,0,39,5,14
19.6,38.29,501.0,0,41,5,14
19.6,38.29,505.0,0,42,5,14
19.65,38.345,507.0,0,43,5,14
19.6,38.29,506.0,0,44,5,14
19.6,38.29,506.0,0,44,5,14
19.6,38.29,507.5,0,45,5,14
19.6,38.29,501.0,0,47,5,14
19.6,38.29,499.0,0,48,5,14
19.6,38.29,498.0,0,49,5,14
19.6,38.29,500.0,0,50,5,14
19.6,38.29,504.5,0,51,5,14
19.6,38.29,504.5,0,51,5,14
19.57,38.29,505.33,0,53,5,14
19.6,38.29,505.5,0,54,5,14
19.5,38.29,501.5,0,55,5,14
19.6,38.29,496.0,0,55,5,14
19.6,38.29,497.67,0,57,5,14
19.6,38.29,499.5,0,57,5,14
19.55,38.29,510.5,0,58,5,14
19.6,38.29,502.5,0,0,6,14
19.6,38.345,504.5,0,1,6,14
19.58,38.4,507.25,0,2,6,14
19.6,38.4,506.5,0,3,6,14
19.6,38.45,504.0,0,4,6,14
19.5,38.5,504.0,0,4,6,14
19.55,38.5,504.0,0,6,6,14
19.6,38.59,503.0,0,7,6,14
19.5,38.59,502.5,0,8,6,14
19.6,38.645,499.5,0,8,6,14
19.58,38.645,503.75,0,10,6,14
19.6,38.59,505.0,0,10,6,14
19.6,38.7,502.0,0,11,6,14
19.6,38.7,501.0,0,13,6,14
19.57,38.73,505.67,0,14,6,14
19.5,38.79,508.0,0,15,6,14
19.57,38.76,503.0,0,16,6,14
19.6,38.79,508.0,0,16,6,14
19.53,38.9,497.67,0,17,6,14
19.5,38.9,495.0,0,19,6,14
19.5,38.9,500.5,0,20,6,14
19.55,38.9,501.0,0,21,6,14
19.5,38.9,502.0,0,22,6,14
19.55,38.95,503.5,0,23,6,14
19.55,39.0,507.5,0,23,6,14
19.55,39.0,510.0,0,24,6,14
19.5,39.09,504.5,0,26,6,14
19.5,39.09,503.0,0,27,6,14
19.55,39.09,503.0,0,28,6,14
19.5,39.2,505.0,0,29,6,14
19.52,39.2,512.0,0,29,6,14
19.5,39.29,505.0,0,30,6,14
19.5,39.29,508.0,0,32,6,14
19.5,39.4,506.0,0,33,6,14
19.5,39.4,507.0,0,34,6,14
19.5,39.4,504.0,0,35,6,14
19.5,39.5,503.0,0,36,6,14
19.5,39.5,506.5,0,36,6,14
19.5,39.46667,507.33,0,38,6,14
19.5,39.5,509.0,0,39,6,14
19.5,39.5,502.5,0,40,6,14
19.5,39.5,502.0,0,40,6,14
19.5,39.45,508.5,0,42,6,14
19.5,39.45,507.5,0,42,6,14
19.5,39.4,503.5,0,43,6,14
19.5,39.4,505.5,0,45,6,14
19.5,39.4,506.0,0,46,6,14
19.5,39.29,504.5,0,47,6,14
19.5,39.29,501.0,0,48,6,14
19.55,39.29,499.5,0,49,6,14
19.6,39.245,503.0,0,49,6,14
19.5,39.29,505.0,0,51,6,14
19.52,39.2225,506.0,0,52,6,14
19.53,39.2,505.33,0,53,6,14
19.55,39.2,505.5,0,53,6,14
19.6,39.2,505.0,0,55,6,14
19.57,39.09,507.67,0,55,6,14
19.55,39.045,511.0,0,56,6,14
19.5,39.09,513.0,0,58,6,14
19.6,39.0,511.0,0,59,6,14
19.5,39.06,508.33,0,0,7,14
19.55,39.0,509.5,0,1,7,14
19.5,39.0,507.0,0,1,7,14
19.5,39.0,506.0,0,2,7,14
19.6,38.9,507.0,0,4,7,14
19.55,38.9,508.0,0,5,7,14
19.6,38.79,505.0,0,6,7,14
19.6,38.7,509.0,0,7,7,14
19.58,38.7,512.25,0,8,7,14
19.6,38.7,510.0,0,8,7,14
19.6,38.59,508.0,0,9,7,14
19.6,38.59,508.0,0,11,7,14
19.6,38.59,508.5,0,12,7,14
19.58,38.5225,502.67,0,13,7,14
19.57,38.56,504.67,0,14,7,14
19.6,38.5,506.33,0,14,7,14
19.55,38.45,505.5,0,15,7,14
19.6,38.4,502.0,0,17,7,14
19.6,38.4,504.0,0,18,7,14
19.6,38.4,502.0,0,19,7,14
19.6,38.345,509.0,0,20,7,14
