Temperature,Humidity,CO2,HumidityRatio,Occupancy,Hour,Minute,Day
22.32,26.55,548.0,0.00443,1,16,15,12
22.29,26.55,546.25,0.00442,1,16,17,12
22.32,26.6,542.67,0.00444,1,16,18,12
22.29,26.6,543.33,0.00443,1,16,19,12
22.32,26.6,551.75,0.00443,1,16,20,12
22.29,26.65,555.0,0.00444,1,16,21,12
22.29,26.65,552.75,0.00444,1,16,21,12
22.29,26.74,555.0,0.00445,1,16,23,12
22.29,26.79,554.0,0.00446,1,16,24,12
22.29,26.82,556.5,0.00446,1,16,25,12
22.29,26.79,565.0,0.00446,1,16,25,12
22.27,26.86,561.75,0.00446,1,16,27,12
22.27,26.94,570.25,0.00448,1,16,27,12
22.23,26.93,576.0,0.00446,1,16,28,12
22.26,26.96,577.33,0.00448,1,16,30,12
22.29,27.02,577.75,0.0045,1,16,31,12
22.24,27.08,577.67,0.00449,1,16,32,12
22.2,27.03,582.75,0.00447,1,16,33,12
22.22,27.08,584.25,0.00449,1,16,34,12
22.22,27.12,585.0,0.0045,1,16,34,12
22.2,27.1,591.75,0.00449,1,16,36,12
22.2,27.1,596.25,0.00449,1,16,37,12
22.2,27.1,602.0,0.00449,1,16,38,12
22.2,27.18,605.75,0.0045,1,16,38,12
22.2,27.17,605.0,0.0045,1,16,40,12
22.2,27.22,596.5,0.00451,1,16,40,12
22.2,27.29,593.5,0.00452,1,16,41,12
22.2,27.24,595.0,0.00451,1,16,43,12
22.17,27.23,596.0,0.0045,1,16,44,12
22.18,27.29,594.25,0.00451,1,16,45,12
22.13,27.32,596.33,0.0045,1,16,46,12
22.1,27.36,599.75,0.0045,1,16,46,12
22.15,27.39,602.0,0.00452,1,16,47,12
22.15,27.44,603.0,0.00453,1,16,49,12
22.1,27.58,600.0,0.00454,1,16,50,12
22.1,27.5,599.0,0.00452,1,16,51,12
22.1,27.5,599.25,0.00452,1,16,52,12
22.1,27.5,596.5,0.00452,1,16,53,12
22.1,27.5,597.25,0.00452,1,16,53,12
22.08,27.47,596.33,0.00451,1,16,54,12
22.08,27.52,598.4,0.00452,1,16,56,12
22.1,27.55,601.0,0.00453,1,16,57,12
22.1,27.6,599.5,0.00454,1,16,58,12
22.08,27.58,606.75,0.00453,1,16,59,12
22.0,27.52,606.75,0.0045,1,16,59,12
22.03,27.57,606.0,0.00452,1,17,0,12
22.05,27.65,612.5,0.00454,1,17,2,12
22.0,27.67,610.5,0.00453,1,17,3,12
22.0,27.77,620.75,0.00454,1,17,4,12
22.0,27.7,626.0,0.00453,1,17,5,12
22.0,27.7,623.0,0.00453,1,17,6,12
22.0,27.79,626.5,0.00454,1,17,6,12
21.96,27.73,625.0,0.00452,1,17,8,12
22.0,27.72,623.0,0.00453,1,17,9,12
22.0,27.7,623.5,0.00453,1,17,10,12
22.0,27.7,624.0,0.00453,1,17,10,12
22.0,27.7,621.5,0.00453,1,17,12,12
22.0,27.74,621.0,0.00454,1,17,12,12
21.97,27.79,622.0,0.00454,1,17,13,12
21.97,27.79,623.5,0.00454,1,17,15,12
21.89,27.79,622.0,0.00451,1,17,16,12
21.94,27.79,623.25,0.00453,1,17,17,12
21.97,27.79,632.0,0.00454,1,17,18,12
21.94,27.79,634.5,0.00453,1,17,19,12
22.0,27.79,632.5,0.00454,1,17,19,12
22.0,27.79,623.33,0.00454,1,17,21,12
22.0,27.79,619.33,0.00454,1,17,22,12
22.0,27.79,616.75,0.00454,1,17,23,12
22.0,27.79,617.67,0.00454,1,17,23,12
22.0,27.79,616.0,0.00454,1,17,25,12
22.0,27.79,616.33,0.00454,1,17,25,12
22.0,27.79,614.0,0.00454,1,17,26,12
21.97,27.82,615.0,0.00454,1,17,28,12
21.94,27.79,607.5,0.00453,1,17,29,12
22.0,27.92,610.0,0.00457,1,17,30,12
22.0,28.02,614.0,0.00458,1,17,31,12
22.0,28.05,629.0,0.00459,1,17,31,12
22.0,28.1,635.0,0.0046,1,17,32,12
22.0,28.02,645.5,0.00458,1,17,34,12
22.0,27.92,630.67,0.00457,1,17,35,12
22.0,27.89,631.0,0.00456,1,17,36,12
21.96,27.93,625.67,0.00456,1,17,37,12
21.92,27.92,625.75,0.00454,1,17,38,12
21.92,27.89,624.5,0.00454,1,17,38,12
21.94,27.89,611.0,0.00455,1,17,39,12
21.89,27.89,607.67,0.00453,1,17,41,12
21.92,27.89,607.25,0.00454,1,17,42,12
21.89,27.89,601.33,0.00453,1,17,43,12
21.89,27.89,603.67,0.00453,1,17,44,12
21.89,27.94,603.0,0.00454,0,17,44,12
21.89,28.05,604.5,0.00456,0,17,45,12
21.89,28.1,614.0,0.00456,0,17,47,12
21.89,28.16,626.33,0.00457,0,17,48,12
21.89,28.1,626.5,0.00456,0,17,49,12
21.89,28.1,623.0,0.00456,0,17,50,12
21.89,28.1,620.0,0.00456,0,17,51,12
21.89,28.05,619.0,0.00456,0,17,51,12
21.89,28.1,617.5,0.00456,0,17,53,12
21.89,28.1,613.5,0.00456,0,17,54,12
21.89,28.1,616.0,0.00456,0,17,55,12
21.89,28.05,622.5,0.00456,0,17,55,12
21.89,28.0,618.67,0.00455,0,17,57,12
21.89,28.0,612.0,0.00455,0,17,57,12
21.89,28.0,610.0,0.00455,0,17,58,12
21.89,28.0,603.5,0.00455,0,18,0,12
21.89,28.0,611.0,0.00455,0,18,1,12
21.89,28.0,609.5,0.00455,0,18,2,12
21.89,28.0,606.5,0.00455,0,18,3,12
21.89,27.94,610.0,0.00454,0,18,4,12
21.89,28.0,607.0,0.00455,0,18,4,12
21.89,27.94,606.0,0.00454,0,18,6,12
21.89,27.94,612.5,0.00454,0,18,7,12
21.89,28.0,611.67,0.00455,0,18,8,12
21.89,28.0,617.0,0.00455,0,18,8,12
21.89,28.05,608.5,0.00456,0,18,10,12
21.89,28.0,606.0,0.00455,0,18,10,12
21.89,28.03,612.5,0.00455,0,18,11,12
21.89,28.3,610.5,0.0046,0,18,13,12
21.89,28.2,612.67,0.00458,0,18,14,12
21.89,28.54,610.0,0.00464,0,18,15,12
21.89,28.1,600.0,0.00456,0,18,16,12
21.89,28.46,603.67,0.00462,0,18,16,12
21.89,28.3,601.67,0.0046,0,18,17,12
21.89,28.1,599.0,0.00456,0,18,19,12
21.89,28.24,599.0,0.00459,0,18,20,12
21.89,28.15,597.0,0.00457,0,18,21,12
21.89,28.1,599.5,0.00456,0,18,22,12
21.89,28.1,597.0,0.00456,0,18,23,12
21.84,28.05,597.5,0.00454,0,18,23,12
21.84,28.05,597.5,0.00454,0,18,24,12
21.82,28.07,595.67,0.00454,0,18,26,12
21.79,28.05,594.5,0.00453,0,18,27,12
21.79,28.05,592.0,0.00453,0,18,28,12
21.79,28.05,595.0,0.00453,0,18,29,12
21.79,28.1,597.0,0.00454,0,18,29,12
21.79,28.0,592.0,0.00452,0,18,30,12
21.79,28.1,589.5,0.00454,0,18,32,12
21.74,28.05,591.5,0.00452,0,18,33,12
21.79,28.05,594.5,0.00453,0,18,34,12
21.79,28.1,594.0,0.00454,0,18,35,12
21.74,28.1,591.0,0.00452,0,18,36,12
21.7,28.1,594.0,0.00451,0,18,36,12
21.7,28.1,591.5,0.00451,0,18,38,12
21.7,28.1,587.5,0.00451,0,18,39,12
21.7,28.1,584.5,0.00451,0,18,40,12
21.7,28.1,582.0,0.00451,0,18,40,12
21.7,28.1,582.0,0.00451,0,18,42,12
21.7,28.1,592.0,0.00451,0,18,42,12
21.7,28.1,592.0,0.00451,0,18,43,12
21.7,28.1,585.0,0.00451,0,18,45,12
21.67,28.1,579.0,0.0045,0,18,46,12
21.7,28.1,581.0,0.00451,0,18,47,12
21.6,28.1,582.0,0.00448,0,18,48,12
21.7,28.1,581.5,0.00451,0,18,49,12
21.65,28.1,579.5,0.0045,0,18,49,12
21.6,28.1,579.67,0.00448,0,18,51,12
21.6,28.1,582.5,0.00448,0,18,52,12
21.6,28.1,585.0,0.00448,0,18,53,12
21.6,28.1,584.0,0.00448,0,18,53,12
21.6,28.0,579.5,0.00447,0,18,55,12
21.6,28.07,583.0,0.00448,0,18,55,12
21.6,28.0,584.0,0.00447,0,18,56,12
21.57,28.13,577.67,0.00448,0,18,58,12
21.5,28.13,576.0,0.00446,0,18,59,12
21.5,28.1,576.5,0.00446,0,19,0,12
21.5,28.1,573.5,0.00446,0,19,1,12
21.5,28.1,574.0,0.00446,0,19,1,12
21.5,28.13,575.33,0.00446,0,19,2,12
21.5,28.2,576.0,0.00447,0,19,4,12
21.5,28.29,576.0,0.00449,0,19,5,12
21.5,28.24,570.5,0.00448,0,19,6,12
21.5,28.13,566.0,0.00446,0,19,7,12
21.5,28.2,567.0,0.00447,0,19,8,12
21.5,28.24,566.0,0.00448,0,19,8,12
21.5,28.29,563.0,0.00449,0,19,9,12
21.5,28.29,564.0,0.00449,0,19,11,12
21.5,28.1,566.33,0.00446,0,19,12,12
21.39,28.15,567.0,0.00443,0,19,13,12
21.5,28.2,565.0,0.00447,0,19,14,12
21.44,28.05,567.0,0.00443,0,19,14,12
21.5,28.1,569.0,0.00446,0,19,15,12
21.44,28.05,568.5,0.00443,0,19,17,12
21.5,28.44,565.5,0.00451,0,19,18,12
21.5,28.4,565.67,0.0045,0,19,19,12
21.5,28.1,566.0,0.00446,0,19,20,12
21.5,28.1,573.33,0.00446,0,19,21,12
21.46,28.36,570.33,0.00449,0,19,21,12
21.5,28.44,572.5,0.00451,0,19,23,12
21.44,28.54,572.0,0.00451,0,19,24,12
21.39,28.44,564.5,0.00448,0,19,25,12
21.5,28.45,566.5,0.00451,0,19,25,12
21.39,28.1,569.0,0.00443,0,19,27,12
21.5,28.39,565.0,0.0045,0,19,27,12
21.44,28.05,570.5,0.00443,0,19,28,12
21.43,28.13,566.33,0.00444,0,19,30,12
21.39,27.89,567.0,0.00439,0,19,31,12
21.39,28.1,568.67,0.00443,0,19,32,12
21.5,28.1,569.0,0.00446,0,19,33,12
21.39,27.94,563.0,0.0044,0,19,34,12
21.39,27.96,566.67,0.0044,0,19,34,12
21.39,28.02,561.67,0.00441,0,19,36,12
21.39,27.89,567.0,0.00439,0,19,37,12
21.39,27.89,563.0,0.00439,0,19,38,12
21.39,27.89,561.0,0.00439,0,19,38,12
21.39,27.79,563.5,0.00438,0,19,40,12
21.39,27.79,570.5,0.00438,0,19,40,12
21.34,28.14,565.5,0.00442,0,19,41,12
21.34,27.79,568.0,0.00436,0,19,43,12
21.39,27.79,566.0,0.00438,0,19,44,12
21.32,27.79,562.33,0.00436,0,19,45,12
21.39,27.79,563.0,0.00438,0,19,46,12
21.29,27.79,562.0,0.00435,0,19,46,12
21.29,27.7,559.0,0.00434,0,19,47,12
21.36,27.79,558.33,0.00437,0,19,49,12
21.29,27.74,565.5,0.00434,0,19,50,12
21.29,27.79,567.0,0.00435,0,19,51,12
21.29,27.7,570.0,0.00434,0,19,52,12
21.29,27.7,568.0,0.00434,0,19,53,12
21.29,27.7,567.5,0.00434,0,19,53,12
21.29,27.79,566.0,0.00435,0,19,54,12
21.29,27.9,567.5,0.00437,0,19,56,12
21.29,27.79,564.0,0.00435,0,19,57,12
21.29,27.74,559.0,0.00434,0,19,58,12
21.29,27.74,558.0,0.00434,0,19,59,12
21.29,28.33,560.0,0.00444,0,19,59,12
21.29,27.89,558.0,0.00437,0,20,0,12
21.29,27.84,563.0,0.00436,0,20,2,12
21.29,27.89,565.0,0.00437,0,20,3,12
21.24,28.05,559.5,0.00438,0,20,4,12
21.23,27.89,557.67,0.00435,0,20,5,12
21.29,27.94,558.0,0.00437,0,20,6,12
21.29,28.14,556.5,0.00441,0,20,6,12
21.2,27.74,559.0,0.00432,0,20,8,12
21.26,27.93,557.67,0.00436,0,20,9,12
21.24,27.8,556.0,0.00434,0,20,10,12
21.23,27.7,558.0,0.00432,0,20,10,12
21.2,27.63,561.0,0.0043,0,20,12,12
21.2,27.58,562.0,0.00429,0,20,12,12
21.2,27.5,558.5,0.00428,0,20,13,12
21.2,27.6,553.5,0.0043,0,20,15,12
21.2,27.7,558.5,0.00431,0,20,16,12
21.2,27.6,559.5,0.0043,0,20,17,12
21.2,27.5,562.0,0.00428,0,20,18,12
21.2,27.5,564.5,0.00428,0,20,19,12
21.2,27.89,566.0,0.00434,0,20,19,12
21.2,28.0,559.0,0.00436,0,20,21,12
21.2,28.26,559.0,0.0044,0,20,22,12
21.2,28.09,561.0,0.00437,0,20,23,12
21.2,27.55,562.0,0.00429,0,20,23,12
21.2,27.8,564.0,0.00433,0,20,25,12
21.2,27.5,564.0,0.00428,0,20,25,12
21.23,27.5,567.0,0.00429,0,20,26,12
21.2,27.39,563.0,0.00426,0,20,28,12
21.2,27.4,552.5,0.00426,0,20,29,12
21.23,28.0,559.0,0.00437,0,20,30,12
21.2,27.59,562.5,0.00429,0,20,31,12
21.2,27.7,558.0,0.00431,0,20,31,12
21.2,28.74,559.0,0.00448,0,20,32,12
21.2,28.5,561.0,0.00444,0,20,34,12
21.2,28.7,559.5,0.00447,0,20,35,12
21.2,27.56,567.0,0.00429,0,20,36,12
21.2,27.39,564.0,0.00426,0,20,37,12
21.24,28.1,562.0,0.00439,0,20,38,12
21.2,28.24,563.0,0.0044,0,20,38,12
21.2,27.53,563.0,0.00429,0,20,39,12
21.2,27.64,566.0,0.0043,0,20,41,12
21.2,28.0,566.5,0.00436,0,20,42,12
21.2,27.5,564.0,0.00428,0,20,43,12
21.2,27.49,561.33,0.00428,0,20,44,12
21.2,27.29,559.0,0.00425,0,20,44,12
21.2,27.4,554.5,0.00426,0,20,45,12
21.2,27.29,553.0,0.00425,0,20,47,12
21.2,27.2,554.5,0.00423,0,20,48,12
21.23,27.36,563.0,0.00427,0,20,49,12
21.29,28.0,562.0,0.00438,0,20,50,12
21.2,27.99,561.67,0.00436,0,20,51,12
21.2,27.52,562.0,0.00428,0,20,51,12
21.2,27.54,565.0,0.00429,0,20,53,12
21.2,27.59,567.33,0.0043,0,20,54,12
21.2,27.29,566.0,0.00425,0,20,55,12
21.2,27.15,567.0,0.00423,0,20,55,12
21.2,27.34,561.5,0.00426,0,20,57,12
21.2,27.3,571.0,0.00425,0,20,57,12
21.2,27.6,574.0,0.0043,0,20,58,12
21.2,27.4,564.5,0.00426,0,21,0,12
21.2,27.24,570.5,0.00424,0,21,1,12
21.2,27.1,560.0,0.00422,0,21,2,12
21.2,27.2,564.0,0.00423,0,21,3,12
21.2,27.0,569.0,0.0042,0,21,4,12
21.2,27.05,569.5,0.00421,0,21,4,12
21.24,27.5,568.5,0.00429,0,21,6,12
21.2,27.36,568.67,0.00426,0,21,7,12
21.2,27.3,566.0,0.00425,0,21,8,12
21.2,27.05,565.0,0.00421,0,21,8,12
21.2,27.0,563.0,0.0042,0,21,10,12
21.2,27.14,557.5,0.00422,0,21,10,12
21.15,27.84,560.0,0.00432,0,21,11,12
21.2,27.1,565.0,0.00422,0,21,13,12
21.2,26.96,566.0,0.0042,0,21,14,12
21.13,26.93,570.67,0.00417,0,21,15,12
21.2,27.2,571.0,0.00423,0,21,16,12
21.2,27.74,572.0,0.00432,0,21,16,12
21.2,27.29,567.0,0.00425,0,21,17,12
21.17,27.13,569.0,0.00421,0,21,19,12
21.2,27.0,569.0,0.0042,0,21,20,12
21.2,26.79,570.0,0.00417,0,21,21,12
21.2,27.23,574.33,0.00424,0,21,22,12
21.2,26.9,571.0,0.00419,0,21,23,12
21.15,27.09,565.5,0.0042,0,21,23,12
21.15,26.9,561.5,0.00417,0,21,24,12
21.15,26.94,564.5,0.00418,0,21,26,12
21.2,26.84,566.5,0.00418,0,21,27,12
21.2,27.26,570.33,0.00424,0,21,28,12
21.13,27.13,564.67,0.00421,0,21,29,12
21.15,27.09,563.0,0.0042,0,21,29,12
21.13,27.1,566.0,0.0042,0,21,30,12
21.13,27.16,562.67,0.00421,0,21,32,12
21.1,27.14,563.0,0.0042,0,21,33,12
21.15,27.9,564.5,0.00433,0,21,34,12
21.1,27.15,564.5,0.0042,0,21,35,12
21.1,27.5,563.0,0.00425,0,21,36,12
21.15,27.4,561.0,0.00425,0,21,36,12
21.1,27.79,564.0,0.0043,0,21,38,12
21.1,27.3,562.33,0.00422,0,21,39,12
21.1,27.0,567.0,0.00418,0,21,40,12
21.1,27.79,570.0,0.0043,0,21,40,12
21.1,27.65,572.5,0.00428,0,21,42,12
21.1,27.0,569.0,0.00418,0,21,42,12
21.1,27.2,565.5,0.00421,0,21,43,12
21.1,26.74,559.5,0.00414,0,21,45,12
21.1,27.44,563.5,0.00425,0,21,46,12
21.1,27.7,561.0,0.00429,0,21,47,12
21.1,27.09,567.0,0.00419,0,21,48,12
21.05,27.05,567.5,0.00417,0,21,49,12
21.1,26.93,562.0,0.00416,0,21,49,12
21.1,26.89,558.0,0.00416,0,21,51,12
21.1,26.96,563.67,0.00417,0,21,52,12
21.1,27.9,573.0,0.00432,0,21,53,12
21.07,27.3,572.0,0.00421,0,21,53,12
21.1,27.0,567.0,0.00418,0,21,55,12
21.1,27.7,567.0,0.00429,0,21,55,12
21.1,27.35,567.5,0.00423,0,21,56,12
21.05,27.05,568.0,0.00417,0,21,58,12
21.1,27.7,565.5,0.00428,0,21,59,12
21.03,27.39,562.33,0.00422,0,22,0,12
21.0,28.89,565.0,0.00444,0,22,1,12
21.05,27.39,563.0,0.00422,0,22,1,12
21.05,27.0,563.5,0.00416,0,22,2,12
21.05,26.64,564.0,0.00411,0,22,4,12
21.1,27.44,563.5,0.00425,0,22,5,12
21.1,27.2,569.0,0.00421,0,22,6,12
21.0,27.09,568.0,0.00416,0,22,7,12
21.05,27.74,567.0,0.00428,0,22,8,12
21.0,27.14,569.0,0.00417,0,22,8,12
21.0,27.54,566.5,0.00423,0,22,9,12
21.0,26.39,563.0,0.00406,0,22,11,12
21.0,26.29,563.0,0.00404,0,22,12,12
21.0,26.89,562.0,0.00413,0,22,13,12
21.0,27.13,563.67,0.00417,0,22,14,12
21.0,26.77,564.33,0.00411,0,22,14,12
21.0,27.39,562.0,0.00421,0,22,15,12
21.0,27.07,559.75,0.00416,0,22,17,12
21.1,27.0,564.0,0.00418,0,22,18,12
21.0,26.59,559.67,0.00409,0,22,19,12
21.0,27.39,559.0,0.00421,0,22,20,12
21.0,26.55,559.5,0.00408,0,22,21,12
21.0,26.5,561.5,0.00407,0,22,21,12
21.0,26.44,559.0,0.00406,0,22,23,12
21.0,26.79,560.0,0.00412,0,22,24,12
21.0,26.65,563.5,0.0041,0,22,25,12
21.0,26.7,562.0,0.0041,0,22,25,12
21.0,26.95,560.0,0.00414,0,22,27,12
21.0,26.94,565.0,0.00414,0,22,27,12
21.0,27.12,562.33,0.00417,0,22,28,12
21.0,26.55,566.0,0.00408,0,22,30,12
21.0,27.0,567.0,0.00415,0,22,31,12
21.0,26.34,568.5,0.00405,0,22,32,12
21.0,26.24,561.25,0.00403,0,22,33,12
21.0,26.5,565.0,0.00407,0,22,34,12
21.0,26.89,565.0,0.00413,0,22,34,12
21.0,27.14,572.0,0.00417,0,22,36,12
21.0,27.19,564.33,0.00418,0,22,37,12
21.0,26.74,568.0,0.00411,0,22,38,12
21.0,26.7,565.5,0.0041,0,22,38,12
21.0,26.39,565.0,0.00406,0,22,40,12
21.0,26.2,567.0,0.00403,0,22,40,12
21.0,26.29,563.0,0.00404,0,22,41,12
21.0,26.4,559.0,0.00406,0,22,43,12
21.0,26.74,564.0,0.00411,0,22,44,12
21.0,26.85,563.0,0.00413,0,22,45,12
21.0,26.24,561.0,0.00403,0,22,46,12
21.0,27.55,566.5,0.00424,0,22,46,12
21.0,27.0,573.0,0.00415,0,22,47,12
21.0,26.29,569.5,0.00404,0,22,49,12
21.0,26.65,567.0,0.0041,0,22,50,12
21.0,26.1,567.0,0.00401,0,22,51,12
21.0,27.0,564.67,0.00415,0,22,52,12
21.0,26.1,563.0,0.00401,0,22,53,12
21.0,26.3,562.0,0.00404,0,22,53,12
21.0,26.7,560.0,0.0041,0,22,54,12
21.0,26.75,558.0,0.00411,0,22,56,12
21.0,26.7,563.0,0.0041,0,22,57,12
21.0,26.7,565.0,0.0041,0,22,58,12
20.97,26.3,569.0,0.00403,0,22,59,12
21.0,26.33,567.0,0.00405,0,22,59,12
20.96,26.3,569.33,0.00403,0,23,0,12
21.0,26.29,571.0,0.00404,0,23,2,12
21.0,26.64,567.0,0.0041,0,23,3,12
21.0,26.39,566.0,0.00406,0,23,4,12
21.0,26.0,569.0,0.004,0,23,5,12
21.0,26.0,567.5,0.00399,0,23,6,12
21.0,25.84,565.5,0.00397,0,23,6,12
21.0,26.05,568.0,0.004,0,23,8,12
21.0,25.74,564.0,0.00396,0,23,9,12
21.0,26.0,568.0,0.004,0,23,10,12
21.0,26.5,568.0,0.00407,0,23,10,12
21.0,26.3,570.0,0.00404,0,23,12,12
21.0,26.24,569.5,0.00403,0,23,12,12
21.0,25.9,567.33,0.00398,0,23,13,12
21.0,25.7,570.0,0.00395,0,23,15,12
21.0,25.74,568.0,0.00396,0,23,16,12
21.0,25.89,566.0,0.00398,0,23,17,12
21.0,25.9,567.0,0.00398,0,23,18,12
21.0,26.14,567.5,0.00402,0,23,19,12
21.0,26.06,567.0,0.00401,0,23,19,12
21.0,26.44,566.0,0.00406,0,23,21,12
21.0,26.36,567.67,0.00405,0,23,22,12
21.0,26.03,572.0,0.004,0,23,23,12
21.0,26.2,574.0,0.00403,0,23,23,12
21.0,26.94,562.0,0.00414,0,23,25,12
21.0,26.35,564.5,0.00405,0,23,25,12
21.0,26.5,568.5,0.00407,0,23,26,12
21.0,26.39,571.0,0.00406,0,23,28,12
21.0,25.87,564.25,0.00398,0,23,29,12
21.0,25.8,569.0,0.00396,0,23,30,12
21.0,26.26,574.0,0.00404,0,23,31,12
21.0,26.0,571.5,0.00399,0,23,31,12
21.0,26.04,570.0,0.004,0,23,32,12
21.0,26.24,570.5,0.00403,0,23,34,12
21.0,26.6,570.0,0.00409,0,23,35,12
21.0,26.39,570.0,0.00406,0,23,36,12
21.0,26.19,565.67,0.00403,0,23,37,12
21.0,26.66,566.0,0.0041,0,23,38,12
21.0,25.79,565.33,0.00396,0,23,38,12
21.0,25.64,568.5,0.00394,0,23,39,12
21.0,26.05,566.0,0.004,0,23,41,12
21.0,26.29,572.0,0.00404,0,23,42,12
21.0,25.89,571.0,0.00398,0,23,43,12
21.0,25.74,571.0,0.00396,0,23,44,12
21.0,25.65,570.0,0.00394,0,23,44,12
21.0,26.3,568.0,0.00404,0,23,45,12
21.0,26.06,574.0,0.00401,0,23,47,12
21.0,25.95,578.5,0.00399,0,23,48,12
21.0,25.85,579.0,0.00397,0,23,49,12
21.0,25.8,573.5,0.00396,0,23,50,12
21.0,25.59,573.0,0.00393,0,23,51,12
21.0,26.4,566.5,0.00406,0,23,51,12
21.0,26.0,565.0,0.00399,0,23,53,12
21.0,26.0,563.67,0.004,0,23,54,12
21.0,26.1,567.0,0.00401,0,23,55,12
21.0,25.55,567.5,0.00393,0,23,55,12
21.0,25.35,569.0,0.0039,0,23,57,12
21.0,25.2,566.0,0.00387,0,23,57,12
21.0,25.2,567.0,0.00387,0,23,58,12
21.05,25.59,568.5,0.00394,0,0,0,13
21.0,25.4,571.0,0.0039,0,0,1,13
21.0,25.94,566.5,0.00399,0,0,2,13
21.0,25.83,561.67,0.00397,0,0,3,13
21.0,25.65,566.25,0.00394,0,0,4,13
21.0,25.7,568.5,0.00395,0,0,4,13
21.0,25.74,568.0,0.00396,0,0,6,13
21.0,25.8,565.0,0.00396,0,0,7,13
21.0,25.6,564.0,0.00393,0,0,8,13
21.0,25.3,568.0,0.00389,0,0,8,13
21.0,25.36,569.0,0.0039,0,0,10,13
21.0,25.54,573.0,0.00393,0,0,10,13
21.0,26.6,573.67,0.00409,0,0,11,13
21.0,25.77,571.75,0.00396,0,0,13,13
21.0,25.64,571.5,0.00394,0,0,14,13
21.0,25.05,568.5,0.00385,0,0,15,13
21.0,25.2,562.0,0.00387,0,0,16,13
21.0,25.1,562.0,0.00386,0,0,16,13
21.05,25.0,565.5,0.00385,0,0,17,13
21.0,25.3,569.5,0.00389,0,0,19,13
21.0,25.3,567.5,0.00389,0,0,20,13
21.0,25.2,569.0,0.00387,0,0,21,13
21.0,25.54,574.0,0.00393,0,0,22,13
21.0,25.89,574.0,0.00398,0,0,23,13
21.0,25.3,574.0,0.00389,0,0,23,13
21.0,25.1,578.67,0.00386,0,0,24,13
21.0,25.66,581.67,0.00394,0,0,26,13
21.0,25.82,582.0,0.00397,0,0,27,13
21.0,25.89,577.5,0.00398,0,0,28,13
21.0,26.2,575.0,0.00403,0,0,29,13
21.0,25.1,572.0,0.00386,0,0,29,13
21.0,25.54,574.5,0.00392,0,0,30,13
21.0,25.55,573.0,0.00393,0,0,32,13
21.0,25.5,569.33,0.00392,0,0,33,13
21.0,26.09,573.0,0.00401,0,0,34,13
21.0,25.76,573.67,0.00396,0,0,35,13
21.0,25.0,573.0,0.00384,0,0,36,13
21.0,24.84,576.5,0.00382,0,0,36,13
21.0,25.29,574.0,0.00389,0,0,38,13
21.0,25.4,569.0,0.0039,0,0,39,13
21.0,25.7,573.0,0.00395,0,0,40,13
21.0,25.03,577.33,0.00385,0,0,40,13
21.0,24.94,575.5,0.00383,0,0,42,13
21.0,25.6,571.0,0.00393,0,0,42,13
21.0,25.1,570.0,0.00386,0,0,43,13
21.0,25.29,573.0,0.00389,0,0,45,13
21.0,25.8,572.0,0.00396,0,0,46,13
21.0,25.74,578.0,0.00396,0,0,47,13
21.0,25.59,577.5,0.00393,0,0,48,13
21.0,25.2,577.0,0.00387,0,0,49,13
21.0,25.26,573.0,0.00388,0,0,49,13
21.0,25.1,576.0,0.00386,0,0,51,13
21.0,25.16,583.67,0.00387,0,0,52,13
21.0,25.04,582.0,0.00385,0,0,53,13
21.0,24.85,575.5,0.00382,0,0,53,13
21.0,24.84,573.0,0.00382,0,0,55,13
21.0,25.0,575.5,0.00384,0,0,55,13
21.0,25.2,574.0,0.00387,0,0,56,13
21.0,24.89,574.0,0.00382,0,0,58,13
21.0,24.96,570.0,0.00384,0,0,59,13
21.0,24.76,579.33,0.0038,0,1,0,13
21.0,24.7,578.0,0.00379,0,1,1,13
21.0,25.9,570.67,0.00398,0,1,1,13
21.0,25.29,577.0,0.00389,0,1,2,13
21.0,24.9,580.0,0.00383,0,1,4,13
21.0,25.25,577.5,0.00388,0,1,5,13
21.0,24.74,577.5,0.0038,0,1,6,13
21.0,24.93,583.0,0.00383,0,1,7,13
21.0,24.65,583.0,0.00379,0,1,8,13
21.0,25.05,576.0,0.00385,0,1,8,13
21.0,25.1,578.0,0.00386,0,1,9,13
21.0,25.29,580.0,0.00389,0,1,11,13
21.0,24.83,581.0,0.00381,0,1,12,13
21.0,24.94,576.5,0.00383,0,1,13,13
21.0,25.0,579.0,0.00384,0,1,14,13
21.0,25.39,578.0,0.0039,0,1,14,13
21.0,25.09,580.5,0.00386,0,1,15,13
21.0,24.65,575.0,0.00379,0,1,17,13
21.0,24.77,578.67,0.00381,0,1,18,13
21.0,24.6,578.0,0.00378,0,1,19,13
21.0,25.24,574.0,0.00388,0,1,20,13
21.0,24.77,571.67,0.00381,0,1,21,13
21.0,24.6,571.0,0.00378,0,1,21,13
21.0,25.0,568.0,0.00384,0,1,23,13
21.0,25.09,572.67,0.00386,0,1,24,13
21.0,24.84,569.0,0.00382,0,1,25,13
21.0,25.05,572.5,0.00385,0,1,25,13
21.0,24.7,574.0,0.00379,0,1,27,13
21.0,24.5,576.0,0.00376,0,1,27,13
21.0,24.5,574.0,0.00376,0,1,28,13
21.1,25.1,576.0,0.00388,0,1,30,13
21.0,24.62,580.5,0.00378,0,1,31,13
21.0,24.6,579.0,0.00378,0,1,32,13
21.0,24.5,578.5,0.00376,0,1,33,13
